2004-10-09,Spain,Belgium,2,0,FIFA World Cup qualification,Santander,Spain
2004-11-17,Andorra,Netherlands,0,3,FIFA World Cup qualification,Barcelona,Spain
2004-11-17,Spain,England,1,0,Friendly,Madrid,Spain
2005-02-09,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain
2005-03-26,Spain,China PR,3,0,Friendly,Salamanca,Spain
2005-06-04,Spain,Lithuania,1,0,FIFA World Cup qualification,Valencia,Spain
2005-06-08,Spain,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Valencia,Spain
2005-08-17,Spain,Uruguay,2,0,Friendly,Gijón,Spain
2005-09-03,Spain,Canada,2,1,Friendly,Santander,Spain
2005-11-12,Spain,Slovakia,5,1,FIFA World Cup qualification,Madrid,Spain
2005-11-13,Ecuador,Poland,0,3,Friendly,Barcelona,Spain
2006-03-01,Spain,Côte d'Ivoire,3,2,Friendly,Valladolid,Spain
2006-05-27,Spain,Russia,0,0,Friendly,Albacete,Spain
2006-05-28,North Macedonia,Ecuador,2,1,Friendly,Getafe,Spain
2006-06-03,Spain,Egypt,2,0,Friendly,Elche,Spain
2006-06-04,Colombia,Morocco,2,0,Friendly,Barcelona,Spain
2006-09-02,Spain,Liechtenstein,4,0,UEFA Euro qualification,Badajoz,Spain
2006-10-11,Spain,Argentina,2,1,Friendly,Murcia,Spain
2006-11-15,Spain,Romania,0,1,Friendly,Cádiz,Spain
2007-02-03,Poland,Estonia,4,0,Friendly,Jerez de la Frontera,Spain
2007-02-07,Poland,Slovakia,2,2,Friendly,Jerez de la Frontera,Spain
2007-03-24,Spain,Denmark,2,1,UEFA Euro qualification,Madrid,Spain
2007-03-28,Andorra,England,0,3,UEFA Euro qualification,Barcelona,Spain
2007-03-28,Spain,Iceland,1,0,UEFA Euro qualification,Palma de Mallorca,Spain
2007-06-03,Ecuador,Peru,1,2,Friendly,Madrid,Spain
2007-06-05,Algeria,Argentina,3,4,Friendly,Barcelona,Spain
2007-06-06,Ecuador,Peru,2,0,Friendly,Barcelona,Spain
2007-09-12,Spain,Latvia,2,0,UEFA Euro qualification,Oviedo,Spain
2007-11-17,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain
2007-11-21,Spain,Northern Ireland,1,0,UEFA Euro qualification,Las Palmas,Spain
2008-01-09,Nigeria,Sudan,2,0,Friendly,Estepona,Spain
2008-01-11,Guinea,Sudan,6,0,Friendly,Estepona,Spain
2008-02-06,Spain,France,1,0,Friendly,Málaga,Spain
2008-03-26,Spain,Italy,1,0,Friendly,Elche,Spain
2008-05-31,Spain,Peru,2,1,Friendly,Huelva,Spain
2008-06-04,Spain,USA,1,0,Friendly,Santander,Spain
2008-09-06,Andorra,England,0,2,FIFA World Cup qualification,Barcelona,Spain
2008-09-06,Spain,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Murcia,Spain
2008-09-10,Spain,Armenia,4,0,FIFA World Cup qualification,Albacete,Spain
2008-11-19,Spain,Chile,3,0,Friendly,Vila-real,Spain
2009-02-11,Liechtenstein,Iceland,0,2,Friendly,Cartagena,Spain
2009-02-11,Spain,England,2,0,Friendly,Seville,Spain
2009-03-28,Spain,Turkey,1,0,FIFA World Cup qualification,Madrid,Spain
2009-09-05,Spain,Belgium,5,0,FIFA World Cup qualification,La Coruña,Spain
2009-09-09,Spain,Estonia,3,0,FIFA World Cup qualification,Mérida,Spain
